CASE,DATE,YEAR,DECADE,EFFECT,STAT NAME,PL #,S-DATE,TIME TO DECISION,CONGRESS,AREA1,LNDMRK,LNDDTL,ATT GEN,CERT,REVERSD,CRS,GVT PRTY,DISSENT,H-CT
Concrete Pipe & Products v. Construction Laborers Pension Trust,6/14/93,1993,1990,upheld,Multiemployer Pension Plan Amendments of 1980,96-364,9/26/80,153,96,Due Process,0.0,0.0,0,1,0.0,0.0,0,0,1
United States v. Edge Broadcasting Co.,6/25/93,1993,1990,upheld,Charity Games Advertising Clarification Act of 1988,100-625,11/7/88,55,100,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,2,1
Alexander v. United States,6/28/93,1993,1990,upheld,Organized Crime Control Act of 1970,91-452,10/15/70,272,91,Substantive Rights,1.0,1.0,1,1,0.0,0.0,1,4,1
Weiss v. United States,1/19/94,1994,1990,upheld,Military Justice Act of 1968,90-632,10/24/68,303,90,Separation of Powers,0.0,0.0,1,1,0.0,0.0,1,0,1
Thunder Basin Coal Co. v. Reich,1/19/94,1994,1990,upheld,Federal Mine Safety and Health Amendments Act of 1977,95-164,11/9/77,195,95,Due Process,0.0,0.0,1,1,0.0,0.0,1,0,1
"Posters 'N' Things, Ltd. v. United States",5/23/94,1994,1990,upheld,Anti-Drug Abuse Act of 1986,99-570,10/27/86,91,99,Due Process,1.0,1.0,1,1,0.0,0.0,1,0,1
Nichols v. United States,6/6/94,1994,1990,upheld,Comprehensive Crime Control Act of 1984,98-473,10/12/84,116,98,Due Process,1.0,1.0,1,1,0.0,0.0,1,3,1
United States v. Carlton,6/13/94,1994,1990,upheld,Omnibus Budget Reconciliation Act of 1987,100-203,12/22/87,78,100,Due Process,0.0,0.0,1,1,1.0,0.0,1,0,1
Reed v. Farley,6/20/94,1994,1990,upheld,Interstate Agreement on Detainers Act,91-538,12/9/70,282,91,Due Process,0.0,0.0,1,1,0.0,0.0,0,4,1
United States v. X-Citement Video,11/29/94,1994,1990,struck down as applied,Protection of Children Against Sexual Exploitation Act,95-225,2/6/78,201,95,Due Process,0.0,0.0,1,1,1.0,0.0,1,2,1
Lebron v. National Railroad Passenger Corp.,2/21/95,1995,1990,struck down as applied,Rail Passenger Service Act of 1970,91-518,10/30/70,304,91,Due Process,1.0,0.0,0,1,1.0,0.0,1,1,1
United States v. National Treasury Empoloyees Union,2/22/95,1995,1990,struck down as applied,Ethics Reform Act of 1989,101-194,11/30/89,63,101,Substantive Rights,1.0,0.0,1,1,1.0,1.0,1,4,1
Plaut v. Spendthrift Farm,4/18/95,1995,1990,struck down as applied,Federal Deposit Insurance Corporation Improvement Act of 1991,102-242,12/19/91,40,102,Separation of Powers,1.0,0.0,1,1,0.0,1.0,0,2,1
Rubin v. Coors Brewing Co.,4/19/95,1995,1990,struck down on face,Federal Alcohol Administration Act,74-401,8/29/35,716,74,Substantive Rights,0.0,0.0,1,1,0.0,1.0,1,0,1
United States v. Lopez,4/26/95,1995,1990,struck down on face,Violent Crime Control and Law Enforcement Act of 1994,103-322,9/13/94,7,103,Federalism,1.0,0.0,1,1,0.0,1.0,1,4,1
Ryder v. United States,6/12/95,1995,1990,struck down as applied,Revision of Code relating to Armed Services,84-1028,8/10/56,466,84,Separation of Powers,0.0,0.0,1,1,1.0,0.0,1,0,1
Witte v. United States,6/14/95,1995,1990,upheld,Comprehensive Crime Control Act of 1984,98-473,10/12/84,128,98,Due Process,1.0,0.0,1,1,0.0,0.0,1,1,1
Wisconsin v. City of New York,3/20/96,1996,1990,upheld,Census Act,83-740,8/31/54,499,83,Equality,0.0,0.0,1,1,1.0,0.0,0,0,0
Seminole Tribe v. Florida,3/27/96,1996,1990,struck down on face,Indian Gambling Regulatory Act,100-497,10/17/88,89,100,Federalism,0.0,0.0,1,1,0.0,1.0,0,4,1
United Food & Commercial Workers Union Local 751 v. Brown Group,5/13/96,1996,1990,upheld,Worker Adjustment and Retraining Notification Act,100-379,8/4/88,93,100,Separation of Powers,1.0,0.0,1,1,1.0,0.0,0,0,1
Loving v. United States,6/3/96,1996,1990,upheld,Revision of Code relating to Armed Services,84-1028,8/10/56,478,84,Separation of Powers,0.0,0.0,1,1,0.0,0.0,1,0,1
United States v. International Business Machines,6/10/96,1996,1990,struck down as applied,Renegotiation Act Extension,83-746,8/16/54,502,83,Economic,1.0,0.0,1,1,0.0,1.0,1,2,0
United States v. Ursery,6/24/96,1996,1990,upheld,Comprehensive Drug Abuse Prevention and Control Act of 1970,91-513,10/27/70,308,91,Due Process,1.0,0.0,1,1,1.0,0.0,1,1,1
Colorado Republican Federal Campaign Committee v. Federal Election Commission,6/26/96,1996,1990,struck down as applied,Federal Election Campaign Act Amendments of 1976,94-283,5/11/76,241,94,Substantive Rights,0.0,0.0,1,1,0.0,1.0,1,6,1
Felker v. Turpin,6/28/96,1996,1990,upheld,Antiterrorism and Effective Death Penalty Act of 1996,104-132,4/24/96,2,104,Separation of Powers,0.0,0.0,1,1,0.0,0.0,0,0,0
Denver Area Educational Telecommuncations Consortium v. Federal Communications Commission,6/28/96,1996,1990,struck down on face,Cable Television Consumer Protection and Competition Act of 1992,102-385,10/5/92,44,102,Substantive Rights,1.0,1.0,1,1,1.0,1.0,1,6,1
United States v. Watts,1/6/97,1997,1990,upheld,Comprehensive Crime Control Act of 1984,98-473,10/12/84,147,98,Due Process,1.0,1.0,0,1,1.0,0.0,1,2,1
Babbitt v. Youpee,1/21/97,1997,1990,struck down on face,Indian Land Consolidation Act Amendments,98-608,10/30/84,147,98,Economic,0.0,0.0,1,1,0.0,1.0,1,1,1
Turner Broadcasting System v. Federal Communications Commission,3/31/97,1997,1990,upheld,Cable Television Consumer Protection and Competition Act of 1992,102-385,10/5/92,53,102,Substantive Rights,1.0,1.0,1,0,0.0,0.0,1,4,1
Edmond v. United States,5/19/97,1997,1990,upheld,Federal Aviation Act of 1958,85-726,8/23/58,465,85,Separation of Powers,1.0,0.0,1,1,0.0,0.0,1,0,1
Glickman v. Wileman Bros. & Elliott,6/25/97,1997,1990,upheld,Agricultural Marketing Agreement Act of 1937,75-137,6/3/37,720,75,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,4,1
City of Boerne v. Flores,6/25/97,1997,1990,struck down on face,Religious Freedom Restoration Act of 1993,103-141,11/16/93,43,103,Substantive Rights,1.0,1.0,1,1,1.0,1.0,0,3,1
Reno v. American Civil Liberties Union,6/26/97,1997,1990,struck down on face,Telecommunications Act of 1996,104-104,2/8/96,16,104,Substantive Rights,1.0,0.0,1,0,0.0,1.0,1,2,0
Printz v. United States,6/27/97,1997,1990,struck down on face,Brady Handgun Violence Prevention Act,103-159,11/30/93,43,103,Federalism,1.0,1.0,1,1,1.0,1.0,1,4,1
Salinas v. United States,12/2/97,1997,1990,upheld,Organized Crime Control Act of 1970,91-452,10/15/70,326,91,Federalism,1.0,1.0,1,1,0.0,0.0,1,0,1
Hudson v. United States,12/10/97,1997,1990,upheld,"Financial Institutions Reform, Recovery, and Enforcement Act of 1989",101-73,8/9/89,100,101,Due Process,1.0,0.0,1,1,0.0,0.0,1,0,1
Brogan v. United States,1/26/98,1998,1990,upheld,Criminal Code Amendments,73-394,6/18/34,775,73,Due Process,0.0,0.0,1,1,0.0,0.0,1,2,1
Almendarez-Torres v. United States,3/24/98,1998,1990,upheld,Anti-Drug Abuse Act of 1988,100-690,11/18/88,112,100,Due Process,1.0,0.0,1,1,0.0,0.0,1,4,1
Feltner v. Columbia Pictures TV,3/31/98,1998,1990,struck down as applied,U.S. Copyright Act of 1976,94-553,10/19/76,137,94,Due Process,1.0,0.0,0,1,1.0,1.0,0,0,1
United States v. United States Shoe Corp.,3/31/98,1998,1990,struck down as applied,Water and Resources Development Act of 1986,99-662,11/17/86,136,99,Economic,0.0,0.0,1,1,0.0,1.0,1,0,1
Miller v. Albright,4/22/98,1998,1990,upheld,Immigration and Nationality Act,82-414,6/27/52,550,82,Equality,1.0,0.0,1,1,0.0,0.0,1,3,1
Federal Election Commission v. Akins,6/1/98,1998,1990,upheld,Federal Election Campaign Act of 1971,92-225,2/7/72,316,92,Separation of Powers,1.0,0.0,1,1,0.0,0.0,1,3,1
United States v. Bajakajian,6/22/98,1998,1990,struck down as applied,Anti-Drug Abuse Act of 1986,99-570,10/27/86,140,99,Due Process,1.0,1.0,1,1,0.0,0.0,1,4,1
Clinton v. City of New York,6/25/98,1998,1990,struck down on face,Line Item Veto Act,104-130,4/9/96,26,104,Separation of Powers,1.0,1.0,1,0,0.0,1.0,1,3,0
Eastern Enterprises v. Apfel,6/25/98,1998,1990,struck down as applied,Energy Policy Act of 1992,102-486,10/24/92,68,102,Due Process,1.0,1.0,1,1,1.0,1.0,1,5,1
National Endowment of the Arts v. Finley,6/25/98,1998,1990,upheld,Department of the Interior and Related Agencies Appropriations Act of 1991,101-512,11/5/90,92,101,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,1,1
United States v. Balsys,6/25/98,1998,1990,upheld,Immigration and Nationality Act,82-414,6/27/52,552,82,Due Process,1.0,1.0,1,1,1.0,0.0,1,2,1
Reno v. American-Arab Anti-Discrimination Committee,2/24/99,1999,1990,upheld,Omnibus Consolidated Appropriations Act of 1997,104-208,9/30/96,29,104,Due Process,1.0,1.0,1,1,0.0,0.0,1,1,0
Saenz v. Roe,5/17/99,1999,1990,struck down as applied,Personal Responsibility and Work Opportunity Reconciliation Act of 1996,104-193,8/22/96,33,104,Substantive Rights,1.0,1.0,1,1,0.0,0.0,0,2,0
Greater New Orleans Broadcasting Association v. United States,6/14/99,1999,1990,struck down as applied,Charity Games Advertising Clarification Act of 1988,100-625,11/7/88,127,100,Substantive Rights,0.0,0.0,1,1,1.0,1.0,1,0,1
Florida Prepaid Postsecondary Educational Expense Board v. College Savings Bank,6/23/99,1999,1990,struck down on face,Patent and Plant Variety Protection Remedy Clarification Act,102-560,10/28/92,80,102,Federalism,0.0,0.0,1,1,1.0,1.0,0,4,1
College Savings Bank v. Florida Prepaid Postsecondary Educational Expense Board,6/23/99,1999,1990,struck down on face,Trademark Remedy Clarification Act,102-542,10/27/92,80,102,Federalism,0.0,0.0,1,1,0.0,1.0,0,4,1
Alden v. Maine,6/23/99,1999,1990,struck down as applied,Fair Labor Standards Amendments of 1974,93-259,4/8/74,302,93,Federalism,0.0,0.0,1,1,0.0,1.0,0,4,1
Reno v. Condon,1/12/00,2000,2000,upheld,Violent Crime Control and Law Enforcement Act of 1994,103-322,9/13/94,64,103,Federalism,1.0,0.0,1,1,1.0,0.0,1,0,1
Kimel v. Florida Board of Regents,1/11/00,2000,2000,struck down on face,Fair Labor Standards Amendments of 1974,93-259,4/8/74,309,93,Federalism,0.0,0.0,1,1,0.0,1.0,0,6,1
United States v. Morrison,5/15/00,2000,2000,struck down on face,Violent Crime Control and Law Enforcement Act of 1994,103-322,9/13/94,68,103,Federalism,1.0,0.0,1,1,0.0,1.0,1,4,1
Johnson v. United States,5/15/00,2000,2000,upheld,Comprehensive Crime Control Act of 1984,98-473,10/12/84,187,98,Due Process,1.0,0.0,1,1,0.0,0.0,0,1,1
"United States v. Playboy Entertainment Group, Inc.",5/22/00,2000,2000,struck down on face,Telecommunications Act of 1996,104-104,2/8/96,51,104,Substantive Rights,1.0,0.0,1,0,0.0,1.0,0,4,0
Jones v. United States,5/22/00,2000,2000,struck down as applied,Anti-Arson Act of 1982,97-298,10/12/82,211,97,Federalism,0.0,0.0,1,1,1.0,0.0,0,0,1
Miller v. French,6/19/00,2000,2000,upheld,Omnibus Consolidated Rescissions and Appropriations Act of 1996,104-134,4/26/96,50,104,Separation of Powers,0.0,0.0,1,1,1.0,0.0,0,3,0
Dickerson v. United States,6/26/00,2000,2000,struck down on face,Omnibus Crime Control and Safe Streets Act of 1968,90-351,6/19/68,384,90,Due Process,1.0,1.0,1,1,1.0,1.0,1,2,1
Mitchell v. Helms,6/28/00,2000,2000,upheld,Omnibus Budget Reconciliation Act of 1981,97-35,8/13/81,226,97,Substantive Rights,1.0,1.0,1,1,1.0,0.0,0,3,1
Solid Waste Agency v. United States Army Corps of Engineers,1/9/01,2001,2000,struck down as applied,Federal Water Pollution Control Act Amendments of 1972,92-500,10/18/72,363,92,Federalism,1.0,0.0,1,1,1.0,0.0,1,4,1
Board of Trustees of the University of Alabama v. Garrett,2/21/01,2001,2000,struck down on face,Americans with Disabilities Act of 1990,101-336,7/26/90,127,101,Federalism,1.0,0.0,1,1,1.0,1.0,0,4,1
Whitman v. American Trucking Association,2/27/01,2001,2000,upheld,Clean Air Amendments of 1970,91-604,12/31/70,362,91,Separation of Powers,1.0,1.0,1,1,1.0,0.0,1,0,1
Legal Services Corporation v. Velazquez,2/28/01,2001,2000,struck down on face,Omnibus Consolidated Rescissions and Appropriations Act of 1996,104-134,4/26/96,58,104,Substantive Rights,0.0,0.0,1,1,0.0,1.0,1,4,0
Bartinicki v. Vopper,5/21/01,2001,2000,struck down as applied,Omnibus Crime Control and Safe Streets Act of 1968,90-351,6/19/68,407,90,Substantive Rights,1.0,0.0,1,1,0.0,1.0,0,3,1
United States v. Hatter,5/21/01,2001,2000,struck down as applied,Social Security Amendments of 1983,98-173,4/20/83,217,98,Separation of Powers,1.0,1.0,1,1,1.0,1.0,1,2,1
Federal Election Commission v. Colorado Republican Federal Campaign Committee,6/25/01,2001,2000,upheld,Federal Election Campaign Act Amendments of 1976,94-283,5/11/76,289,94,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,4,1
Immigration and Nationalization Service v. St. Cyr,6/25/01,2001,2000,struck down as applied,Antiterrorism and Effective Death Penalty Act of 1996,104-132,4/24/96,62,104,Due Process,0.0,0.0,1,1,0.0,0.0,1,4,0
United States v. United Foods,6/25/01,2001,2000,struck down on face,"Food, Agriculture, Conservation, and Trade Act of 1990",101-624,11/28/90,127,101,Substantive Rights,1.0,0.0,1,1,0.0,1.0,1,3,1
Tuan Anh Nguyen v. Immigration and Nationalization Service,6/11/01,2001,2000,upheld,Immigration and Nationality Act,82-414,6/27/52,588,82,Equality,1.0,0.0,1,1,0.0,0.0,1,4,1
Zadvydas v. Immigration and Nationalization Service,6/28/01,2001,2000,struck down as applied,Omnibus Consolidated Appropriations Act of 1997,104-208,9/30/96,57,104,Due Process,1.0,1.0,1,1,0.0,0.0,1,3,0
Dusenbery v. United States,1/8/02,2002,2000,upheld,Trade and Tariff Act of 1984,98-573,10/30/84,207,98,Due Process,1.0,0.0,1,1,0.0,0.0,1,4,1
Department of Housing and Urban Development v. Rucker,3/26/02,2002,2000,upheld,Anti-Drug Abuse Act of 1988,100-690,11/18/88,160,100,Due Process,1.0,1.0,1,1,1.0,0.0,1,0,1
Ashcroft v. Free Speech Coalition,4/16/02,2002,2000,struck down on face,Omnibus Consolidated Appropriations Act of 1997,104-208,9/30/96,67,104,Substantive Rights,0.0,0.0,1,1,0.0,1.0,1,3,0
Tahoe-Sierra Preservation Council v. Tahoe Regional Planning Agency,4/23/02,2002,2000,upheld,Taho Regional Planning Compact,91-148,12/18/69,388,91,Economic,0.0,0.0,1,1,0.0,0.0,0,3,1
Thompson v. Western States Medical Center,4/29/02,2002,2000,struck down on face,Food and Drug Administration Modernization Act of 1997,105-115,11/21/97,53,105,Substantive Rights,1.0,0.0,1,1,0.0,1.0,1,4,0
Ashcroft v. American Civil Liberties Union,5/13/02,2002,2000,upheld,Omnibus Consolidated and Emergency Supplemental Appropriations Act of 1999,105-277,10/21/98,43,105,Substantive Rights,1.0,1.0,1,1,0.0,0.0,1,1,0
Federal Maritime Commission v. South Carolina State Ports Authority,5/28/02,2002,2000,struck down as applied,Shipping Act of 1984,98-237,3/20/84,218,98,Federalism,1.0,0.0,1,1,0.0,0.0,1,4,1
Utah v. Evans,6/20/02,2002,2000,upheld,Census Act,83-740,8/31/54,574,83,Economic,0.0,0.0,1,0,0.0,0.0,1,4,0
BE & K Construction Company v. National Labor Relations Board,6/24/02,2002,2000,struck down as applied,Taft-Hartley Act,80-101,6/23/47,660,80,Substantive Rights,1.0,0.0,1,1,1.0,0.0,1,0,0
Harris v. United States,6/24/02,2002,2000,upheld,Comprehensive Crime Control Act of 1984,98-473,10/12/84,212,98,Due Process,1.0,0.0,1,1,0.0,0.0,1,4,1
Pierce County v. Guillern,1/14/03,2003,2000,upheld,National Highway System Designation Act of 1995,104-59,11/28/95,86,104,Federalism,1.0,0.0,1,1,1.0,0.0,0,0,0
Eldred v. Ashcroft,1/15/03,2003,2000,upheld,Sonny Bono Copyright Extension Act,105-298,10/27/98,51,105,Economic,0.0,0.0,1,1,0.0,0.0,1,2,0
Jinks v. Richland County,4/22/03,2003,2000,upheld,Judicial Improvements Act of 1990,101-650,12/1/90,148,101,Federalism,1.0,0.0,1,1,1.0,0.0,0,0,1
Demore v. Hyung Joon Kim,4/29/03,2003,2000,upheld,Omnibus Consolidated Appropriations Act of 1997,104-208,9/30/96,79,104,Due Process,1.0,1.0,1,1,1.0,0.0,1,4,0
Nevada Department of Human Resources v. Hibbs,5/27/03,2003,2000,upheld,Family and Medical Leave Act of 1993,103-3,2/5/93,123,103,Federalism,0.0,0.0,1,1,0.0,0.0,0,3,1
Federal Election Commission v. Beaumont,6/16/03,2003,2000,upheld,Federal Election Campaign Act Amendments of 1976,94-283,5/11/76,325,94,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,2,1
United States v. American Library Association,6/23/03,2003,2000,upheld,Consolidated Appropriations Act of 2001,106-554,12/21/00,30,106,Substantive Rights,0.0,0.0,1,0,1.0,0.0,1,3,0
Khanh Phoung Nguyen v. United States,6/9/03,2003,2000,struck down as applied,72 Stat. 848,85-755,8/25/58,538,85,Separation of Powers,0.0,0.0,1,1,0.0,0.0,1,4,1
McConnell v. Federal Election Commission,12/20/03,2003,2000,struck down on face,Bipartisan Campaign Reform Act,107-155,3/27/02,21,107,Substantive Rights,1.0,0.0,1,0,1.0,1.0,1,7,0
United States v. Flores-Montano,3/30/04,2004,2000,upheld,Tariff Act of 1930,71-361,6/17/30,885,71,Due Process,1.0,0.0,1,1,1.0,0.0,1,0,0
United States v. Lara,4/19/04,2004,2000,upheld,105 Stat. 646,102-137,10/28/91,150,102,Federalism,0.0,0.0,1,1,1.0,0.0,1,2,1
Tennessee Student Assistance Corporation v. Hood,5/17/04,2004,2000,upheld,Bankruptcy Reform Act of 1994,103-394,10/22/94,115,103,Federalism,0.0,0.0,0,1,0.0,0.0,0,2,1
Tennessee v. Lane,5/17/04,2004,2000,upheld,Americans with Disabilities Act of 1990,101-336,7/26/90,166,101,Federalism,0.0,0.0,1,1,0.0,0.0,0,4,1
Sabri v. United States,5/17/04,2004,2000,upheld,Criminal Law and Procedure Technical Amendments Act of 1986,99-646,11/10/86,90,99,Federalism,0.0,0.0,1,1,0.0,0.0,1,0,1
Hamdi v. Rumsfeld,6/28/04,2004,2000,struck down as applied,Authorization for the Use of Military Force,107-40,9/18/01,33,107,Due Process,1.0,0.0,1,1,0.0,0.0,1,5,0
United States v. Booker,1/12/05,2005,2000,struck down on face,Controlled Substances Penalties Amendment Act,98-473,10/12/84,243,98,Due Process,1.0,1.0,1,1,0.0,1.0,1,8,1
Clark v. Martinez,1/12/05,2005,2000,struck down as applied,Omnibus Consolidated Appropriations Act of 1997,104-208,9/30/96,100,104,Due Process,1.0,1.0,1,1,1.0,0.0,1,2,0
Cherokee Nation v. Leavitt,3/1/05,2005,2000,struck down as applied,Omnibus Consolidated and Emergency Supplemental Appropriations Act of 1999,105-277,10/21/98,77,105,Economic,0.0,0.0,1,1,1.0,0.0,1,0,0
Shepard v. United States,3/7/05,2005,2000,struck down as applied,Armed Career Criminals Act,98-473,10/12/84,245,98,Due Process,0.0,0.0,1,1,1.0,0.0,1,3,1
Johanns v. Livestock Marketing Association,5/23/05,2005,2000,upheld,Food Security Act of 1985,99-417,12/23/85,233,99,Substantive Rights,0.0,0.0,1,1,0.0,0.0,1,3,1
Cutter v. Wilkinson,5/31/05,2005,2000,upheld,Religious Land Use and Institutionalized Persons Act of 2000,106-274,9/22/00,56,106,Substantive Rights,0.0,0.0,1,1,1.0,0.0,0,0,0
Gonzales v. Raich,6/6/05,2005,2000,upheld,Comprehensive Drug Abuse Prevention and Control Act of 1970,91-513,10/27/70,416,91,Federalism,1.0,0.0,1,1,0.0,0.0,1,3,1
"Rumsfeld v. Forum for Academic and Institutional Rights, Inc.",3/6/06,2006,2000,upheld,Ronald W. Reagan National Defense Authorization Act for Fiscal Year 2005,108-375,10/28/04,17,108,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,0,0
Central Virginia Community College v. Katz,1/23/06,2006,2000,upheld,Bankruptcy Reform Act of 1978,95-598,11/6/78,326,95,Federalism,1.0,0.0,0,1,0.0,0.0,0,4,1
United States v. Georgia,1/10/06,2006,2000,upheld,Americans with Disabilities Act,101-336,7/26/90,185,101,Federalism,1.0,0.0,1,1,1.0,0.0,1,0,1
Watters v. Wachovia Bank,4/17/07,2007,2000,upheld,Financial Services Modernization Act,106-102,11/12/99,90,106,Federalism,1.0,0.0,1,1,0.0,0.0,0,3,0
Gonzales v. Carhart,4/18/07,2007,2000,upheld,Partial-Birth Abortion Ban Act,108-105,11/5/03,42,108,Substantive Rights,1.0,1.0,1,1,1.0,0.0,1,4,0
"Federal Election Commission v. Wisconsin Right to Life, Inc.",6/25/07,2007,2000,struck down as applied,Bipartisan Campaign Reform Act,107-155,3/27/02,63,107,Substantive Rights,1.0,1.0,1,0,0.0,1.0,1,4,0
United States v. Williams,5/19/08,2008,2000,upheld,Prosecutorial Remedies and Other Tools to end the Exploitation of Children Today Act,108-21,4/30/03,60,108,Substantive Rights,0.0,0.0,1,1,1.0,0.0,1,2,0
Boumediene v. Bush,6/12/08,2008,2000,struck down on face,Military Commissions Act,109-366,10/17/06,20,109,Substantive Rights,1.0,1.0,1,1,1.0,1.0,1,4,0
Davis v. Federal Election Commisssion,6/26/08,2008,2000,struck down on face,Bipartisan Campaign Reform Act,107-155,3/27/02,75,107,Substantive Rights,1.0,0.0,1,0,1.0,1.0,1,4,0
Citizens United v. Federal Election Commission,1/21/10,2010,2010,struck down on face,Bipartisan Campaign Reform Act,107-155,3/27/02,93,107,Substantive Rights,1.0,1.0,1,0,1.0,1.0,1,5,0
"Milavetz, Gallop & Milavetz v. United States",3/8/10,2010,2010,upheld,Bankruptcy Abuse Prevention and Consumer Protection Act,109-8,4/20/05,58,109,Substantive Rights,1.0,0.0,1,1,1.0,0.0,1,0,0
United States v. Stevens,4/20/10,2010,2010,struck down on face,To Amend Title 18,106-152,12/9/99,125,106,Substantive Rights,0.0,0.0,1,1,0.0,1.0,1,1,0
United States v. Comstock,5/17/10,2010,2010,upheld,Adam Walsh Child Protection and Safety Act,109-248,7/27/06,46,109,Federalism,1.0,1.0,1,1,1.0,0.0,1,2,0
Holder v. Humanitarian Law Project,6/21/10,2010,2010,upheld,Antiterrorism and Effective Death Penalty Act,104-132,4/24/96,182,104,Due Process,0.0,0.0,1,1,1.0,0.0,1,3,0
Skilling v. United States,6/24/10,2010,2010,upheld,Anti-Drug Abuse Act,100-690,11/18/88,259,100,Due Process,1.0,0.0,1,1,1.0,0.0,1,3,1
Free Enterprise Fund and Beckstead and Watts v. Public Company Accounting Oversight Board,6/28/10,2010,2010,struck down on face,Sarbanes-Oxley Act,107-204,7/30/02,95,107,Separation of Powers,1.0,0.0,1,1,1.0,1.0,1,4,0
Virginia Office for Protection and Advocacy v. Stewart,4/19/11,2011,2010,upheld,Development Disabilities Assistance and Bill of Rights Act,106-402,10/30/00,128,106,Federalism,0.0,0.0,1,1,1.0,0.0,0,2,0
Stern v. Marshall,6/23/11,2011,2010,struck down as applied,Bankruptcy Amendments and Federal Judgeship Act,98-353,7/10/84,334,98,Separation of Powers,1.0,0.0,1,1,0.0,1.0,0,4,0
